time (seconds),Sweep 0_Clamp Current (pA),Sweep 1_Clamp Current (pA),Sweep 2_Clamp Current (pA),Sweep 3_Clamp Current (pA),Sweep 4_Clamp Current (pA),Sweep 5_Clamp Current (pA),Sweep 6_Clamp Current (pA),Sweep 7_Clamp Current (pA),Sweep 8_Clamp Current (pA)
0.0342,3.662109375,5.4931640625,0.6103515625,0.6103515625,4.2724609375,2.44140625,1.220703125,5.4931640625,2.44140625
0.0344,4.2724609375,9.1552734375,7.32421875,3.0517578125,2.44140625,1.8310546875,2.44140625,4.2724609375,6.7138671875
0.0346,9.1552734375,9.765625,8.544921875,7.32421875,0.0,0.0,6.7138671875,-0.6103515625,1.220703125
0.034800000000000005,7.9345703125,9.1552734375,5.4931640625,4.2724609375,2.44140625,-0.6103515625,7.9345703125,0.6103515625,7.32421875
0.035,9.1552734375,7.32421875,1.220703125,2.44140625,4.8828125,0.6103515625,4.8828125,6.7138671875,-0.6103515625
0.0352,4.8828125,6.7138671875,-0.6103515625,5.4931640625,2.44140625,1.220703125,0.0,7.32421875,6.103515625
0.0354,3.662109375,6.103515625,1.220703125,5.4931640625,-1.220703125,3.0517578125,-0.6103515625,0.6103515625,4.8828125
0.0356,1.8310546875,6.7138671875,4.8828125,2.44140625,7.9345703125,6.7138671875,-2.44140625,-1.220703125,0.6103515625
0.0358,1.220703125,7.32421875,5.4931640625,7.9345703125,0.6103515625,9.765625,-1.8310546875,2.44140625,6.103515625
0.036000000000000004,3.0517578125,7.9345703125,7.32421875,0.6103515625,0.6103515625,8.544921875,-1.8310546875,6.103515625,9.765625
0.0362,8.544921875,7.9345703125,7.32421875,-0.6103515625,7.32421875,7.9345703125,0.0,7.32421875,2.44140625
0.0364,5.4931640625,6.103515625,7.32421875,6.7138671875,6.103515625,2.44140625,-3.0517578125,6.103515625,1.220703125
0.0366,4.2724609375,4.2724609375,7.9345703125,6.7138671875,0.6103515625,0.0,-0.6103515625,3.0517578125,4.8828125
0.0368,6.7138671875,0.6103515625,9.1552734375,1.8310546875,5.4931640625,0.0,-0.6103515625,0.6103515625,10.3759765625
0.037000000000000005,4.8828125,-0.6103515625,9.765625,0.6103515625,0.6103515625,6.103515625,-1.8310546875,0.0,7.9345703125
0.037200000000000004,2.44140625,4.8828125,9.765625,2.44140625,6.103515625,7.32421875,4.8828125,0.0,3.0517578125
0.0374,0.6103515625,9.1552734375,9.1552734375,7.32421875,-1.8310546875,5.4931640625,5.4931640625,1.220703125,0.6103515625
0.0376,10.3759765625,8.544921875,7.9345703125,7.32421875,5.4931640625,2.44140625,9.765625,1.8310546875,0.6103515625
0.0378,9.1552734375,1.8310546875,5.4931640625,6.7138671875,6.103515625,1.220703125,9.1552734375,2.44140625,5.4931640625
0.038,4.2724609375,0.0,3.0517578125,3.662109375,-0.6103515625,7.32421875,2.44140625,0.6103515625,6.103515625
0.038200000000000005,4.2724609375,0.6103515625,1.8310546875,2.44140625,3.0517578125,7.9345703125,2.44140625,1.8310546875,7.9345703125
0.038400000000000004,2.44140625,6.103515625,0.0,0.6103515625,9.1552734375,0.6103515625,4.2724609375,1.8310546875,6.7138671875
0.0386,1.8310546875,6.103515625,0.0,0.0,9.765625,9.1552734375,7.9345703125,1.8310546875,7.32421875
0.0388,-0.6103515625,7.32421875,4.8828125,2.44140625,1.220703125,1.220703125,-1.220703125,4.8828125,7.32421875
0.039,9.765625,1.220703125,9.1552734375,1.220703125,-1.220703125,6.7138671875,1.8310546875,9.1552734375,4.2724609375
0.0392,0.6103515625,0.0,10.3759765625,1.220703125,-0.6103515625,1.8310546875,6.103515625,9.1552734375,8.544921875
0.039400000000000004,-0.6103515625,7.32421875,7.32421875,-0.6103515625,5.4931640625,0.6103515625,5.4931640625,5.4931640625,8.544921875
0.0396,6.7138671875,4.2724609375,4.8828125,-1.8310546875,9.1552734375,5.4931640625,1.220703125,4.2724609375,9.1552734375
0.0398,4.8828125,4.8828125,6.103515625,3.0517578125,9.765625,6.103515625,4.2724609375,1.220703125,10.986328125
0.04,-1.220703125,4.8828125,9.1552734375,0.6103515625,7.9345703125,4.2724609375,4.8828125,7.32421875,8.544921875
0.0402,2.44140625,6.7138671875,1.220703125,7.32421875,4.8828125,1.8310546875,3.662109375,-3.0517578125,6.103515625
0.040400000000000005,6.7138671875,-1.220703125,7.32421875,6.103515625,3.0517578125,8.544921875,2.44140625,3.0517578125,1.220703125
